item,name,description,type,category,subcategory,text,label
http://www.wikidata.org/entity/Q2088225,Laugh-O-Gram Studio,animation studio founded by Walt Disney in 1922,named entity,media,film studio,"The Laugh-O-Gram Studio (also called Laugh-O-Gram Studios) was an animation studio located on the second floor of the McConahay Building at 1127 East 31st in Kansas City, Missouri, that operated from June 28, 1921, to October 16, 1923.
In the early years of animation, the studio was home to many of the pioneers of animation, brought there by Walt Disney. It was the site of inspiration for Disney and Ub Iwerks to create Mickey Mouse. Laugh-O-Gram is the subject of two feature films: As Dreamers Do and Walt Before Mickey.


== History ==
In 1921, Walt Disney was contracted by Milton Feld to animate twelve cartoons, which he called Newman's Laugh-O-Grams. On May 23, 1922, when Disney was 20 years old, Laugh-O-Gram Films (LOGF) was incorporated by him using the remaining assets of the defunct Iwerks-Disney Commercial Artists from local investors. LOGF produced nine of the requested 12 films with little income. Encouraged and inspired by his shorts' popularity at the theatre, Disney decided",cultural representative
http://www.wikidata.org/entity/Q366922,TEC,"operator for public transport in Wallonia, Belgium",named entity,transportation,transport company,"Opérateur de transport de Wallonie (French pronunciation: [ɔpeʁatœʁ də tʁɑ̃spɔʁ də walɔni], Transport Operator of Wallonia, OTW), formerly Société régionale wallonne du transport ([sɔsjete ʁeʒjɔnal walɔn dy tʁɑ̃spɔʁ], Walloon Regional Transport Company, SRWT), is responsible for the supervision, strategic planning and marketing of a group of five regional public transport directorate branded as TEC or ""Transport En Commun"" (French for: Public Transport) in Wallonia, Belgium. It is primarily a bus operator, but also operates the Charleroi light rail system and the light rail line in Liège. 
TEC sells the MOBIB smartcard branded ""TEC it easy"" and runs a chain of shops called Espace TEC. Most of TEC buses and trams in Charleroi are distinctively painted yellow and red.


== History ==
TEC was founded in 1991 through the breakup of the former Belgian NMVB/SNCV into separate companies for Wallonia and Flanders. In 2019, Société régionale wallonne du Transport (SRWT) became Opérateur de tran",cultural exclusive
http://www.wikidata.org/entity/Q28966228,lightning rod fashion,Fashion accessories using lightning rods,concept,Fashion,fashion trend,"Lightning rod fashion was a fad in late eighteenth-century Europe after the lightning rod, invented by Benjamin Franklin, was introduced. Lightning rod hats for ladies and lightning umbrellas for gentlemen were most popular in France, especially in Paris. The concept that inspired the fashion was that a lightning bolt would strike the Franklin-designed protective device instead of the person, and then the electricity would travel down a small metal chain into the ground harmlessly. The technology was already used to some extent in France to protect wooden buildings, and was therefore an accepted science concept that developed into a temporary fashion.


== Background ==
The lightning rod, invented by Franklin in the mid-eighteenth century to protect wooden structures, did not become commonplace in the United States until the nineteenth century, over fifty years after he first unveiled the concept. However, his experiments made electricity a fashionable topic in European society.


== F",cultural representative
http://www.wikidata.org/entity/Q55207,Nikita Mikhalkov,"Russian film director, writer, producer and actor",named entity,Films,film producer,"Nikita Sergeyevich Mikhalkov (Russian: Никита Сергеевич Михалков; born 21 October 1945) is a Russian filmmaker and actor. He made his directorial debut with the Red Western film At Home Among Strangers (1974) after appearing in a series of films, including the romantic comedy Walking the Streets of Moscow (1964), the war drama The Red and the White (1967), the romantic drama A Nest of Gentry (1969) and the adventure drama The Red Tent (1969). His subsequent films include the romantic comedy-drama A Slave of Love (1976), the drama An Unfinished Piece for Mechanical Piano (1977), the romantic drama Five Evenings (1978), the historical drama Siberiade (1979), the romantic comedy Station for Two (1983), the drama Without Witness (1983) and the romantic comedy-drama Dark Eyes (1987). Mikhalkov then directed, co-wrote and appeared in the adventure drama film Close to Eden (1991), for which he received the Golden Lion at the Venice International Film Festival and an Academy Award nomination.
",cultural representative
http://www.wikidata.org/entity/Q2635310,Mrkonjić Grad incident,1995 shoot-down during the Bosnian War,named entity,History,historical event,"Scott Francis O'Grady (born October 12, 1965) is a former United States Air Force (USAF) fighter pilot. On June 2, 1995, he was shot down over Bosnia and Herzegovina by a 2K12 Kub (NATO designation SA-6 ""Gainful"") mobile SAM launcher and forced to eject from his F-16C into hostile territory. US Marines from heavy-helicopter squadron HMH-464 and the 24th Marine Expeditionary Unit eventually rescued O'Grady after nearly a week of his evading the Bosnian Serbs. He was previously involved in the Banja Luka incident when he had fired upon six enemy aircraft. The 2001 film Behind Enemy Lines is loosely based upon his experience.
In September 2011, O'Grady announced a run for the 2012 Republican nomination for Texas State Senate District 8, held at the time by the retiring Republican Florence Shapiro, but he later suspended his campaign because of uncertainties over the Texas redistricting fight. In November 2020, President Donald Trump stated an official intention to nominate O'Grady as the ",cultural agnostic
http://www.wikidata.org/entity/Q172748,antipope,"person who claims to be, but is not recognized as, the legitimate pope",concept,philosophy and religion,religious leader,"An antipope (Latin: antipapa) is a person who claims to be Bishop of Rome and leader of the Roman Catholic Church in opposition to the legitimately elected pope. Between the 3rd and mid-15th centuries, antipopes were supported by factions within the Church itself and secular rulers.
Sometimes it was difficult to distinguish which of two claimants should be called pope and which antipope, as in the case of Pope Leo VIII and Pope Benedict V.


== History ==
Hippolytus of Rome (d. 235) is commonly considered to be the earliest antipope, as he headed a separate group within the Church in Rome against Pope Callixtus I. Hippolytus was reconciled to Callixtus's second successor, Pope Pontian, and both he and Pontian are honoured as saints by the Catholic Church with a shared feast day on 13 August. Whether two or more persons have been confused in this account of Hippolytus and whether Hippolytus actually declared himself to be the Bishop of Rome remains unclear, since no such claim by Hippol",cultural agnostic
http://www.wikidata.org/entity/Q16320,Club Atlético Peñarol,Uruguayan sports club,named entity,sports,sports club,"Club Atlético Peñarol (Spanish pronunciation: [kluβ aˈtletiko peɲaˈɾol] ), more commonly referred to as Peñarol, is a Uruguayan professional football club based in Montevideo. The club currently competes in the Uruguayan Primera División, the highest tier in Uruguayan football.
The name of the club comes from the neighborhood on the outskirts of Montevideo, which itself takes its name from Pinerolo, a town in the metropolitan area of Turin, in the Italian region of Piedmont. The club's origin dates back to the 28th of September 1891, when the club was initially established as the Central Uruguay Railway Cricket Club (also known by its acronym CURCC), founded by mostly British railway workers for the practise of cricket. The club was renamed as Peñarol on 13 December 1913; the continuity between the football section of the CURCC and Peñarol has sparked significant controversy in Uruguayan football, as some football pundits have argued that while Peñarol inherited its tradition from the ",cultural exclusive
http://www.wikidata.org/entity/Q597935,Communications Security Establishment Canada,Canada's national cryptologic agency,concept,politics,government agency,"The Communications Security Establishment (CSE; French: Centre de la sécurité des télécommunications, CST), formerly (from 2008-2014) called the Communications Security Establishment Canada (CSEC), is the Government of Canada's national cryptologic agency. It is responsible for foreign signals intelligence (SIGINT) and communications security (COMSEC), protecting federal government electronic information and communication networks, and is the technical authority for cyber security and information assurance.
Formally administered under the Department of National Defence (DND), the CSE is now a separate agency under the National Defence portfolio. The CSE is accountable to the Minister of National Defence through its deputy head, the Chief of CSE. The National Defence Minister is in turn accountable to the Cabinet and Parliament. The current Chief of the CSE is Caroline Xavier, who assumed the office on 31 August 2022.
In 2015, the agency built a new headquarters and campus encompassing ",cultural exclusive
http://www.wikidata.org/entity/Q294238,BookSpot Literatuurprijs,series of former annual Dutch literary awards sponsored by Bookspot (2018 and 2019). Prolongation of the ECI Literatuur Prijs (2015-2017) because the sponsor changed its name from ECI to BooksSpot in March 2018,named entity,Literature,literary award,"The Bookspot Literatuurprijs (previously ECI Literatuurprijs, AKO Literatuurprijs and Generale Bank Literatuurprijs) is a prize for literature in the Netherlands and Belgium. It is awarded to authors writing in Dutch and amounts to €50,000. The ceremony is televised live each year. The prize was conceived in 1986 and inaugurated the following year with the aim to promote literature and increase the public's interest in books.


== Name and sponsorship ==

The name of the prize has not been constant, reflecting the main sponsors. It was first prefixed with AKO after its sponsor-founder, the Amsterdamsche Kiosk Onderneming, a chain of over 100 bookstores and newsstands in the Netherlands. From 1997 through 1999 it was sponsored by Belgium's Generale Bank and was named accordingly – Generale Bank Literatuurprijs. The bank was absorbed and the sponsorship presumably assumed by Fortis Bank in 1999, but the financing of the prize reverted to AKO before the 2000 award, so the name Fortis Lite",cultural exclusive
http://www.wikidata.org/entity/Q1409680,H. N. Jacobsens Bókahandil,oldest bookshop in the Faroe Islands,named entity,Books,bookstore,"H.N. Jacobsens Bókahandil is the oldest bookshop in the Faroe Islands. It is also one of the oldest shops still in business in the Faroes today.
The bookshop was established on St. Olafs day on 29 July 1865 by bookbinder Hans Nicolai Jacobsen. He was the father of Jakob Jakobsen (1864-1918), who is one of the most important Faroese philologists.
H. N. Jacobsen was one of the initiators of a public meeting in Tórshavn in 1888, aiming at public support for “the protection and preservation of the Faroese language and traditions”, as the notice announcing the meeting said. This is considered as the official start of the Faroese National Movement.
The original book shop was in the old main street ""Gongin"", but 1918 it was moved to the Market Square ""Vaglið"", at the start of Niels Finsens gøta, where it still stands today.
With its characteristic Faroese grass roof and big maple trees in the foreground, it is a landmark in Tórshavn.  
In addition, a section of H.N. Jacobsens Bókahandil opera",cultural exclusive
http://www.wikidata.org/entity/Q25367,plankton,organisms that are in the water column and are incapable of swimming against current,concept,Biology,organism,"Plankton are the diverse collection of organisms that drift in water (or air) but are unable to actively propel themselves against currents (or wind). The individual organisms constituting plankton are called plankters. In the ocean, they provide a crucial source of food to many small and large aquatic organisms, such as bivalves, fish, and baleen whales.
Marine plankton include bacteria, archaea, algae, protozoa, microscopic fungi, and drifting or floating animals that inhabit the saltwater of oceans and the brackish waters of estuaries. Freshwater plankton are similar to marine plankton, but are found in lakes and rivers. Mostly, plankton just drift where currents take them, though some, like jellyfish, swim slowly but not fast enough to generally overcome the influence of currents.
Although plankton are usually thought of as inhabiting water, there are also airborne versions that live part of their lives drifting in the atmosphere. These aeroplankton include plant spores, pollen and",cultural agnostic
http://www.wikidata.org/entity/Q288909,Urdu poetry,tradition of poetry,concept,Literature,poetry,"Urdu poetry (Urdu: اُردُو شاعرى Urdū šāʿirī) is a tradition of poetry and has many different forms. Today, it is an important part of the culture of India and Pakistan. According to Naseer Turabi, there are five major poets of Urdu: Mir Taqi Mir (d. 1810), Mirza Ghalib (d. 1869), Mir Anees (d. 1874), Muhammad Iqbal  (d. 1938) and Josh Malihabadi (d. 1982). The language of Urdu reached its pinnacle under the British Raj, and it received official status. All famous writers of Urdu language including Ghalib and Iqbal were given British scholarships. Following the Partition of India in 1947, it found major poets and scholars were divided along the nationalistic lines. However, Urdu poetry is cherished in both the nations. Both the Muslims and Hindus from across the border continue the tradition.
It is fundamentally performative poetry and its recital, sometimes impromptu, is held in Mushairas (poetic expositions). Although its tarannum saaz (singing aspect) has undergone major changes in r",cultural representative
http://www.wikidata.org/entity/Q516316,Young British Artists,loose group of visual artists,named entity,Visual Arts,art movement,"The Young British Artists, or YBAs—also referred to as Brit artists and Britart—is a loose group of visual artists who first began to exhibit together in London in 1988. Many of the YBA artists graduated from the BA Fine Art course at Goldsmiths, in the late 1980s, whereas some from the group had trained at Royal College of Art.
The scene began around a series of artist-led exhibitions held in warehouses and factories, beginning in 1988 with the Damien Hirst-led Freeze and, in 1990, East Country Yard Show and Modern Medicine.
They are noted for ""shock tactics"", use of throwaway materials, wild living, and an attitude ""both oppositional and entrepreneurial"". They achieved considerable media coverage and dominated British art during the 1990s; internationally reviewed shows in the mid-1990s included Brilliant! and Sensation.
Many of the artists were initially supported and their works collected by Charles Saatchi. One notable exception is Angus Fairhurst. Leading artists of the group inc",cultural representative
http://www.wikidata.org/entity/Q244158,skipping rope,game in which one or more participants jump over a swung rope,concept,sports,sport,"A skipping rope (or jump rope) is a tool used in a sport involving rhythmic jumping over a rope swung underfoot and overhead. The activity, practiced both recreationally and competitively, encompasses disciplines such as freestyle routines—featuring creative techniques—and speed events focused on maximizing jumps within timed intervals.
Originating from indigenous practices observed in the 16th century and later popularized in 17th-century Europe, rope skipping transitioned from a gendered pastime to a widespread sport. It flourished notably in 19th-century urbanized societies, where it became a fixture of children's culture.
Governed globally by organizations such as the International Jump Rope Union (IJRU), the sport is recognized for its cardiovascular benefits, offering efficient calorie expenditure and coordination improvement. Competitive frameworks include international tournaments categorized by age, sex, and skill, showcasing techniques ranging from basic jumps to advanced man",cultural agnostic
http://www.wikidata.org/entity/Q24151,Alligator II – The Mutation,1991 film by Jon Hess,entity,Films,film,"Alligator II: The Mutation is a 1991 American monster horror film directed by Jon Hess and starring  Joseph Bologna, Woody Brown, Harlan Arnold, Nicolas Cowan, and Brock Peters. It is a sequel to the 1980 film, Alligator.


== Synopsis ==
Deep in the sewers beneath the city of Regent Park, another baby alligator feeds on the experimental animals discarded by Future Chemicals Corporation. Nourished by toxic growth hormones and other mutating chemicals, the gator grows immensely, develops a voracious appetite and goes out on a killing spree. No one believes the sightings until a large number of people are killed, and the police eventually embark on a search-and-destroy mission to put a stop to the alligator's murderous rampage. They track it down to a lake and a police helicopter attempts to blow the alligator up. Two officers enter a marsh area, to where the alligator had escaped. One of the officers uses a rocket launcher and ends the alligator's reign of terror.


== Plot ==
The film'",cultural agnostic
http://www.wikidata.org/entity/Q565,Wikimedia Commons,"online repository of free-use image, audio, and other media files",named entity,History,archive,"Wikimedia Commons, or simply Commons, is a wiki-based media repository of free-to-use images, sounds, videos and other media. It is a project of the Wikimedia Foundation.
Files from Wikimedia Commons can be used across all of the Wikimedia projects in all languages, including Wikipedia, Wikivoyage, Wikisource, Wikiquote, Wiktionary, Wikinews, Wikibooks and Wikispecies, and can also be downloaded for offsite use. As of April 2025, the repository contains over 118 million free-to-use media files, managed and editable by registered volunteers.


== History ==

The idea for the project came from Erik Möller in March 2004 and Wikimedia Commons was started on September 7, 2004. In July 2013, the number of edits on Commons reached 100,000,000. In 2018, it became possible to upload 3D models to the site in STL format. One of the first models uploaded to Commons was a reconstruction of the Lion of Al-lāt statue in Palmyra, Syria, which was heavily damaged by ISIS in 2015.
Various notable organi",cultural agnostic
http://www.wikidata.org/entity/Q442987,Hewitt,"type of mountain or hill in England, Wales or Ireland, with at least 610 m (2000 feet) of altitude",named entity,Geography,mountain,"This is a list of Hewitt mountains in England, Wales and Ireland by height.  Hewitts are defined as ""Hills in England, Wales and Ireland over two thousand"" feet 2,000 feet (609.6 m) in height, the general requirement to be called a ""mountain"" in the British Isles, and with a prominence above 30 metres (98.4 ft); a mix of imperial and metric thresholds.
The Hewitt classification was suggested by Alan Dawson in his 1992 book, ""The Relative Hills of Britain"".  Dawson originally called his Hewitts ""Sweats"", from ""Summits – Wales and England Above Two thousand"", before settling on the label Hewitt.  In a series of three booklets edited by Dave Hewitt, the list of English Hewitts was published in 1997, and the list of Welsh Hewitts was also published in 1997, and the list of Irish Hewitts was published in 1998.  Hewitts were designed to address one of the criticisms of the 1990 Nuttall classification, by requiring hills to have a relative height of 30 metres (98 ft), a threshold that the UIA",cultural exclusive
http://www.wikidata.org/entity/Q83020,provincial city,type of administrative division of the Republic of China (Taiwan),named entity,Geography,city,"An autonomous municipality, county-level city or city, previously provincial city, is a de jure second-level administrative division unit in the Republic of China (Taiwan).
The provincial cities were formerly under the jurisdiction of provinces, but the provinces were streamlined and effectively downsized to non-self-governing bodies in 1998, in 2018 all provincial governmental organs were formally abolished. Provincial cities along counties, are presently regarded as de facto principal subdivisions directed by the central government of the ROC.


== History ==

The first administrative divisions entitled ""city"" were established in the 1920s when Taiwan was under Japanese rule. At this time cities were under the jurisdiction of prefectures. After the World War II, nine (9) out of eleven (11) prefectural cities established by the Japanese government were reform into provincial cities. Their roman spellings are also changed to reflect the official language shift from Japanese to Mandarin",cultural exclusive
http://www.wikidata.org/entity/Q2453469,Juglans,large tree,concept,Biology,tree,"Walnut trees are any species of tree in the plant genus Juglans, the type genus of the family Juglandaceae, the seeds of which are referred to as walnuts.  All species are deciduous trees, 10–40 metres (33–131 ft) tall, with pinnate leaves 200–900 millimetres (7.9–35.4 in), with 5–25 leaflets; the shoots have chambered pith, a character shared with the wingnuts (Pterocarya), but not the hickories (Carya) in the same family.
The 21 species in the genus range across the north temperate Old World from southeast Europe east to Japan, and more widely in the New World from southeast Canada west to California and south to Argentina.
Edible walnuts, which are consumed worldwide, are usually harvested from cultivated varieties of the species Juglans regia. China produces half of the world total of walnuts.


== Etymology ==
The common name walnut derives from Old English wealhhnutu, literally 'foreign nut' (from wealh 'foreign' + hnutu 'nut'), because it was introduced from Gaul and Italy. The ",cultural agnostic
http://www.wikidata.org/entity/Q189819,ritual,"set of actions performed according to an established sequence, mainly for their symbolic value",named entity,Gestures and habits,tradition,"A ritual is a sequence of activities involving gestures, words, actions, or revered objects. Rituals may be prescribed by the traditions of a community, including a religious community. Rituals are characterized, but not defined, by formalism, traditionalism, invariance, rule-governance, religious symbolism, and performance.
Rituals are a feature of all known human societies. They include not only the worship rites and sacraments of organized religions and cults, but also rites of passage, atonement and purification rites, oaths of allegiance, dedication ceremonies, coronations and presidential inaugurations, marriages, funerals and more. Even common actions like hand-shaking and saying ""hello"" may be termed as rituals.
The field of ritual studies has seen a number of conflicting definitions of the term. One given by Kyriakidis is that a ritual is an outsider's or ""etic"" category for a set activity (or set of actions) that, to the outsider, seems irrational, non-contiguous, or illogica",cultural agnostic
http://www.wikidata.org/entity/Q164828,Samkhya,one of six schools of Hindu philosophy,named entity,philosophy and religion,philosophical movement,"Samkhya or Sankhya (; Sanskrit: सांख्य, romanized: sāṃkhya) is a dualistic orthodox school of Hindu philosophy. It views reality as composed of two independent principles, Puruṣa ('consciousness' or spirit) and Prakṛti (nature or matter, including the human mind and emotions).
Puruṣa is the witness-consciousness. It is absolute, independent, free, beyond perception, above any experience by mind or senses, and impossible to describe in words.
Prakriti is matter or nature. It is inactive, unconscious, and is a balance of the three guṇas (qualities or innate tendencies), namely sattva, rajas, and tamas. When Prakṛti comes into contact with Purusha this balance is disturbed, and Prakriti becomes manifest, evolving twenty-three tattvas, namely intellect (buddhi, mahat), I-principle (ahamkara), mind (manas); the five sensory capacities known as ears, skin, eyes, tongue and nose; the five action capacities known as hands (hasta), feet (pada), speech (vak), anus (guda), and genitals (upastha);",cultural exclusive
http://www.wikidata.org/entity/Q76452,Uschi Obermaier,German model (born 1946),named entity,Fashion,model,"Ursula ""Uschi"" Obermaier (German pronunciation: [ˈʊʃi ˈʔoːbɐˌmaɪɐ] ; born 24 September 1946) is a former fashion model and actress associated with the 1968 left-wing movement in Germany. She is considered an iconic sex symbol of the so-called ""1968 generation"" and the protests of 1968.


== Obermaier and Kommune 1 ==
Obermaier was born in Sendling, a district of Munich, Germany. She started an apprenticeship as a photo-restorer but gave it up to become a model. She was discovered by the magazine Twen. After a successful photo-shoot with photographer Guido Mangold in Cameroon, she became its top model and internationally famous. She went on to work for other magazines and top photographers such as Helmut Newton.
In Munich, she was briefly a member of the Munich-based experimental commune and band Amon Düül around 1968–69 and lived in their commune. She met communard Rainer Langhans at a concert at the end of 1968 and she soon moved from Munich to the Berlin-based Kommune 1 after Langhan",cultural exclusive
http://www.wikidata.org/entity/Q681188,paifang,traditional style of Chinese architectural arched gateway,concept,architecture,architectural style,"A paifang, also known as a pailou, is a traditional style of Chinese architecture, often used in arch or gateway structures.


== Etymology ==
The word paifang (Chinese: 牌坊; pinyin: páifāng) was originally a collective term for the top two levels of administrative division and subdivisions of ancient Chinese cities. The largest division within a city in ancient China was a fang (坊; fāng), equivalent to a current day ward. Each fang was enclosed by walls or fences, and the gates of these enclosures were shut and guarded every night. Each fang was further divided into several pai (牌; pái; 'placard'), which is equivalent to a current day (unincorporated) community. Each pai, in turn, contained an area including several hutongs (alleyways).
This system of urban administrative division and subdivision reached an elaborate level during the Tang dynasty, and continued in the following dynasties. For example, during the Ming dynasty, Beijing was divided into a total of 36 fangs. Originally, th",cultural exclusive
http://www.wikidata.org/entity/Q393148,aggadah,non-legalistic exegetical texts in the classical rabbinic literature,concept,Literature,literary genre,"Aggadah (Hebrew: אַגָּדָה, romanized: Aggāḏā, or הַגָּדָה Haggāḏā; Jewish Babylonian Aramaic: אֲגַדְתָּא, romanized: Aggāḏṯā; 'tales', 'legend', 'lore') is the non-legalistic exegesis which appears in the classical rabbinic literature of Judaism, particularly the Talmud and Midrash. In general, Aggadah is a compendium of rabbinic texts that incorporates folklore, historical anecdotes, moral exhortations, and practical advice in various spheres, from business to medicine.


== Etymology ==

The Hebrew word haggadah (הַגָּדָה) is derived from the Hebrew root נגד, meaning ""declare, make known, expound"", also known from the common Hebrew verb להגיד.
The majority scholarly opinion is that the Hebrew word aggadah (אַגָּדָה) and corresponding Aramaic aggadta (אֲגַדְתָּא) are variants of haggadah based on a common linguistic shift from haphalah to aphalah forms. However, a minority of scholars believe that these words derive from a separate Aramaic root נגד meaning ""draw, pull, spread, stretch",cultural exclusive
http://www.wikidata.org/entity/Q1711275,Jugendburg,mediaeval castle in German-speaking countries that was converted during the 20th century into a public community centre or educational facility for young people,concept,architecture,building,"A Jugendburg, sometimes referred to in English as a youth castle, is a medieval castle in German-speaking countries that was converted during the 20th century into a public community centre or educational facility for young people. The sponsors of the original youth castles came mainly from the Wandervogel and Pfadfinder movement, or were at least linked to the youth movement.


== Terminology ==
The term Jugendburg originally referred to the use of castles (Burgen) by young people (Jugend).
The difference between Jugendburgen in this historical sense and Jugendburgen in the sense of castles that were used as youth hostels, for example run by the German Youth Hostel Association, is disputed. For example, youth hostels had already emerged in the early 20th century in the wake of the youth movement (Jugendbewegung) as accommodation for young men, youth groups and school classes. And as early as 1912 the first German youth hostel was established by Richard Schirrmann at Altena Castle (it ",cultural exclusive
http://www.wikidata.org/entity/Q519926,Yubitsume,Japanese ritual,concept,Gestures and habits,ritual,"Yubitsume (指詰め, ""finger shortening"") or otoshimae is a Japanese ritual to atone for offenses to another, a way to be punished or to show sincere apology and remorse to another, by means of amputating portions of one's own little finger. In modern times, it is primarily performed by the yakuza, a collection of Japanese criminal organizations.


== Origin ==
The ritual is thought to have originated with the bakuto, itinerant gamblers who were predecessors of the modern yakuza. If a person was unable to pay off a gambling debt, yubitsume was sometimes considered an alternative form of repayment. Yubitsume was a form of credit and reputation score.
Yubitsume is also a sign of surrender by the defeated in a yakuza war. The reason for this is that in Japanese swordsmanship (kendo and iaido), the sword cannot be held tightly, and the little finger's grip is the tightest on the hilt.  A little-finger amputee was therefore unable to grip his sword properly, weakening him in battle and making hi",cultural representative
http://www.wikidata.org/entity/Q163560,Axel Springer SE,large multimedia company in Europe,named entity,media,media company,"Axel Springer SE (German pronunciation: [ˈaksl̩ ˈʃpʁɪŋɐ ɛsˈeː]) is a European multinational mass and online media company, based in Berlin, Germany. The company offers printing and publishing of advertisements, digital classifieds portfolio, marketing models and related services. Axel Springer's operations are segmented into News Media, Classifieds Media, and Marketing Media. The company is organized as a societas Europaea (SE) publishing house and is one of the largest mass media publishers in the European Union, with numerous multimedia news brands, such as Bild, Die Welt, Fakt, and the US political news site Politico, which Axel Springer acquired in 2021.
The company generated total revenues of about €3.93 billion and an EBITDA increase of 12.8% in the first half of 2023. Following US private-equity firm KKR's majority-stake acquisition in 2020, Axel Springer’s revenues have increased by a total of approximately €1 billion. The company, including its subsidiaries, joint ventures, an",cultural representative
http://www.wikidata.org/entity/Q5403434,ethicist,moral principle analyst,concept,philosophy and religion,philosopher,"Ethics is the philosophical study of moral phenomena. Also called moral philosophy, it investigates normative questions about what people ought to do or which behavior is morally right. Its main branches include normative ethics, applied ethics, and metaethics.
Normative ethics aims to find general principles that govern how people should act. Applied ethics examines concrete ethical problems in real-life situations, such as abortion, treatment of animals, and business practices. Metaethics explores the underlying assumptions and concepts of ethics. It asks whether there are objective moral facts, how moral knowledge is possible, and how moral judgments motivate people. Influential normative theories are consequentialism, deontology, and virtue ethics. According to consequentialists, an act is right if it leads to the best consequences. Deontologists focus on acts themselves, saying that they must adhere to duties, like telling the truth and keeping promises. Virtue ethics sees the man",cultural agnostic
http://www.wikidata.org/entity/Q167681,Vahana,animal or mythical entity that a particular Hindu deity uses as vehicle,concept,transportation,mode of transport,"Vāhana (Sanskrit: वाहन, romanized: vāhana, lit. 'that which carries') or vahanam (Sanskrit: वाहनम्, romanized: vāhanam) denotes the being, typically an animal or mythical entity, a particular Hindu deity is said to use as a vehicle. In this capacity, the vāhana is often called the deity's ""mount"". Upon the partnership between the deity and his vāhana is woven much iconography and Hindu theology. Deities are often depicted riding (or simply mounted upon) the vāhana. Other times, the vāhana is depicted at the deity's side or symbolically represented as a divine attribute. The vāhana may be considered an accoutrement of the deity: though the vāhana may act independently, they are still functionally emblematic or even syntagmatic of their ""rider"". The deity may be seen sitting or standing on the vāhana. They may be sitting on a small platform, or riding on a saddle or bareback.


== Etymology ==
Vah in Sanskrit means to carry or transport. The word also means 'vehicle' in Sanskrit and othe",cultural representative
http://www.wikidata.org/entity/Q508557,Panhellenic Games,Four distinct Ancient Greek sports festivals,named entity,sports,recurring sporting event,"Panhellenic Games is the collective term for four separate religious festivals held in ancient Greece that became especially well known for the athletic competitions they included. The four festivals were: the Olympic Games, which were held at Olympia in honor of Zeus; the Pythian Games, which took place in Delphi and honored Apollo; the Nemean Games, occurring at Nemea and also honoring Zeus; and, finally, the Isthmian Games set in Isthmia and held in honor of Poseidon. The places at which these games were held were considered to be ""the four great panhellenic sanctuaries."" Each of these Games took place in turn every four years, starting with the Olympics. Along with the fame and notoriety of winning the ancient Games, the athletes earned different crowns of leaves from the different Games. From the Olympics, the victor won an olive wreath, from the Pythian Games a laurel wreath, from the Nemean Games a crown of wild celery leaves, and from the Isthmian Games a crown of pine.


== De",cultural exclusive
http://www.wikidata.org/entity/Q85750582,Captain Cook,1972 non-fiction book by Alistair MacLean,named entity,Books,book,"Captain Cook is a 1972 book about Captain Cook by Alistair MacLean. It was a rare non fiction work from MacLean who wrote it out of his great admiration for Cook.
In 1976 Maclean's second wife Mary formed a company with producer Peter Snell, Aleelle Productions, who aimed to make movies based on MacLean novels including Golden Gate, Bear Island, The Way to Dusty Death and Captain Cook. No film resulted.


== References ==",cultural representative
http://www.wikidata.org/entity/Q416,disk magazine,electronic magazine to be read using computers,concept,media,magazine,"A disk magazine, colloquially known as a diskmag or diskzine, is a magazine that is distributed in electronic form to be read using computers.  These had some popularity in the 1980s and 1990s as periodicals distributed on floppy disk, hence their name. The rise of the Internet in the late 1990s caused them to be superseded almost entirely by online publications, which are sometimes still called ""diskmags"" despite the lack of physical disks.


== Defining characteristics ==
A unique and defining characteristic about a diskmag in contrast to a typical ASCII ""zine"" or ""t-file"" (or even ""g-file"") is that a diskmag usually comes housed as an executable program file that will only run on a specific hardware platform.  A diskmag tends to have an aesthetically appealing and custom graphical user interface (or even interfaces), background music and other features that take advantage of the hardware platform the diskmag was coded for.  Diskmags have been written for many platforms, ranging from",cultural agnostic
http://www.wikidata.org/entity/Q193475,menhir,large upright standing stone,concept,History,monument,"A menhir (; from Brittonic languages: maen or men, ""stone"" and hir or hîr, ""long""), standing stone, orthostat, or lith is a large upright stone, emplaced in the ground by humans, typically dating from the European middle Bronze Age. They can be found individually as monoliths, or as part of a group of similar stones. Menhirs' size can vary considerably, but they often taper toward the top. 
Menhirs are found across Europe, Africa, and Asia, with a concentration in Western Europe, notably in Ireland, Great Britain, and Brittany. Theories concerning their purpose remain speculative, with hypotheses ranging from druidic rituals to territorial markers or elements of an ideological system. Some menhirs feature engravings, including anthropomorphic figures and symbols, and are often associated with ancient religious ceremonies and burial chambers.  


== Etymology ==
The word menhir was adopted from French by 19th-century archaeologists. The introduction of the word into general archaeologic",cultural representative
